uf,cod_uf,cod_munic,cod_ibge,municipio,pop2017
RN,24,13607,2413607,Severiano Melo,3150
RN,24,13706,2413706,S°tio Novo,5528
RN,24,13805,2413805,Taboleiro Grande,2566
RN,24,13904,2413904,Taipu,12428
RN,24,14001,2414001,Tangar†,15866
RN,24,14100,2414100,Tenente Ananias,10814
RN,24,14159,2414159,Tenente Laurentino Cruz,5912
RN,24,14209,2414209,Tibau do Sul,13895
RN,24,14308,2414308,Timba£ba dos Batistas,2437
RN,24,14407,2414407,Touros,34043
RN,24,14456,2414456,Triunfo Potiguar,3327
RN,24,14506,2414506,Umarizal,10781
RN,24,14605,2414605,Upanema,14609
RN,24,14704,2414704,V†rzea,5554
RN,24,14753,2414753,Venha-Ver,4187
RN,24,14803,2414803,Vera Cruz,12371
RN,24,14902,2414902,Viáosa,1731
RN,24,15008,2415008,Vila Flor,3173
PB,25,00106,2500106,µgua Branca,10258
PB,25,00205,2500205,Aguiar,5562
PB,25,00304,2500304,Alagoa Grande,28565
PB,25,00403,2500403,Alagoa Nova,20689
PB,25,00502,2500502,Alagoinha,14464
PB,25,00536,2500536,Alcantil,5499
PB,25,00577,2500577,Algod∆o de Janda°ra,2501
PB,25,00601,2500601,Alhandra,19579
PB,25,00700,2500700,S∆o Jo∆o do Rio do Peixe,17940
PB,25,00734,2500734,Amparo,2246
PB,25,00775,2500775,Aparecida,8430
PB,25,00809,2500809,Araáagi,17003
PB,25,00908,2500908,Arara,13538
PB,25,01005,2501005,Araruna,20418
PB,25,01104,2501104,Areia,22776
PB,25,01153,2501153,Areia de Bara£nas,2126
PB,25,01203,2501203,Areial,6975
PB,25,01302,2501302,Aroeiras,19154
PB,25,01351,2501351,Assuná∆o,3921
PB,25,01401,2501401,Ba°a da Traiá∆o,9070
PB,25,01500,2501500,Bananeiras,21156
PB,25,01534,2501534,Bara£na,4925
PB,25,01575,2501575,Barra de Santana,8241
PB,25,01609,2501609,Barra de Santa Rosa,15421
PB,25,01708,2501708,Barra de S∆o Miguel,5979
PB,25,01807,2501807,Bayeux,97010
PB,25,01906,2501906,BelÇm,17685
PB,25,02003,2502003,BelÇm do Brejo do Cruz,7347
PB,25,02052,2502052,Bernardino Batista,3438
PB,25,02102,2502102,Boa Ventura,5349
PB,25,02151,2502151,Boa Vista,7083
PB,25,02201,2502201,Bom Jesus,2567
PB,25,02300,2502300,Bom Sucesso,4972
PB,25,02409,2502409,Bonito de Santa FÇ,11938
PB,25,02508,2502508,Boqueir∆o,17842
PB,25,02607,2502607,Igaracy,6173
PB,25,02706,2502706,Borborema,5430
PB,25,02805,2502805,Brejo do Cruz,14107
PB,25,02904,2502904,Brejo dos Santos,6457
PB,25,03001,2503001,Caapor∆,21872
PB,25,03100,2503100,Cabaceiras,5570
PB,25,03209,2503209,Cabedelo,68033
PB,25,03308,2503308,Cachoeira dos ÷ndios,10265
PB,25,03407,2503407,Cacimba de Areia,3749
PB,25,03506,2503506,Cacimba de Dentro,17156
PB,25,03555,2503555,Cacimbas,7183
PB,25,03605,2503605,Caiáara,7283
PB,25,03704,2503704,Cajazeiras,62187
PB,25,03753,2503753,Cajazeirinhas,3197
PB,25,03803,2503803,Caldas Brand∆o,6025
PB,25,03902,2503902,Camala£,6020
PB,25,04009,2504009,Campina Grande,410332
PB,25,04033,2504033,Capim,6552
PB,25,04074,2504074,Cara£bas,4171
PB,25,04108,2504108,Carrapateira,2667
PB,25,04157,2504157,Casserengue,7476
PB,25,04207,2504207,Catingueira,4934
PB,25,04306,2504306,CatolÇ do Rocha,30534
PB,25,04355,2504355,CaturitÇ,4839
PB,25,04405,2504405,Conceiá∆o,18944
PB,25,04504,2504504,Condado,6753
PB,25,04603,2504603,Conde,24769
PB,25,04702,2504702,Congo,4789
PB,25,04801,2504801,Coremas,15426
PB,25,04850,2504850,Coxixola,1925
PB,25,04900,2504900,Cruz do Esp°rito Santo,17559
PB,25,05006,2505006,Cubati,7274
PB,25,05105,2505105,CuitÇ,20348
PB,25,05204,2505204,Cuitegi,6790
PB,25,05238,2505238,CuitÇ de Mamanguape,6358
PB,25,05279,2505279,Curral de Cima,5232
PB,25,05303,2505303,Curral Velho,2517
PB,25,05352,2505352,Dami∆o,5343
PB,25,05402,2505402,Desterro,8306
PB,25,05501,2505501,Vista Serrana,3808
PB,25,05600,2505600,Diamante,6550
PB,25,05709,2505709,Dona Inàs,10383
PB,25,05808,2505808,Duas Estradas,3594
PB,25,05907,2505907,Emas,3528
PB,25,06004,2506004,Esperanáa,33266
PB,25,06103,2506103,Fagundes,11313
PB,25,06202,2506202,Frei Martinho,2990
PB,25,06251,2506251,Gado Bravo,8435
PB,25,06301,2506301,Guarabira,58881
PB,25,06400,2506400,GurinhÇm,14134
PB,25,06509,2506509,Gurj∆o,3436
PB,25,06608,2506608,Ibiara,5925
PB,25,06707,2506707,Imaculada,11833
PB,25,06806,2506806,Ing†,18163
PB,25,06905,2506905,Itabaiana,24475
PB,25,07002,2507002,Itaporanga,24842
PB,25,07101,2507101,Itapororoca,18715
PB,25,07200,2507200,Itatuba,10876
PB,25,07309,2507309,Jacara£,14378
PB,25,07408,2507408,Jeric¢,7742
PB,25,07507,2507507,Jo∆o Pessoa,811598
PB,25,07606,2507606,Juarez T†vora,7950
PB,25,07705,2507705,Juazeirinho,18213
PB,25,07804,2507804,Junco do Serid¢,7165
PB,25,07903,2507903,Juripiranga,10770
PB,25,08000,2508000,Juru,9868
PB,25,08109,2508109,Lagoa,4666
PB,25,08208,2508208,Lagoa de Dentro,7670
PB,25,08307,2508307,Lagoa Seca,27543
PB,25,08406,2508406,Lastro,2725
PB,25,08505,2508505,Livramento,7386
PB,25,08554,2508554,Logradouro,4343
PB,25,08604,2508604,Lucena,13121
PB,25,08703,2508703,M∆e d'µgua,4009
PB,25,08802,2508802,Malta,5665
PB,25,08901,2508901,Mamanguape,45005
PB,25,09008,2509008,Mana°ra,11120
PB,25,09057,2509057,Marcaá∆o,8586
PB,25,09107,2509107,Mari,21854
PB,25,09156,2509156,Mariz¢polis,6614
PB,25,09206,2509206,Massaranduba,13853
PB,25,09305,2509305,Mataraca,8466
PB,25,09339,2509339,Matinhas,4537
PB,25,09370,2509370,Mato Grosso,2915
PB,25,09396,2509396,MaturÇia,6587
PB,25,09404,2509404,Mogeiro,13286
PB,25,09503,2509503,Montadas,5691
PB,25,09602,2509602,Monte Horebe,4825
PB,25,09701,2509701,Monteiro,33294
PB,25,09800,2509800,Mulungu,9922
PB,25,09909,2509909,Natuba,10460
PB,25,10006,2510006,Nazarezinho,7296
PB,25,10105,2510105,Nova Floresta,10639
PB,25,10204,2510204,Nova Olinda,5944
PB,25,10303,2510303,Nova Palmeira,4910
PB,25,10402,2510402,Olho d'µgua,6512
PB,25,10501,2510501,Olivedos,3951
PB,25,10600,2510600,Ouro Velho,3042
PB,25,10659,2510659,Parari,1769
PB,25,10709,2510709,Passagem,2424
PB,25,10808,2510808,Patos,107790
PB,25,10907,2510907,Paulista,12308
PB,25,11004,2511004,Pedra Branca,3803
PB,25,11103,2511103,Pedra Lavrada,8122
PB,25,11202,2511202,Pedras de Fogo,28499
PB,25,11301,2511301,Pianc¢,16091
PB,25,11400,2511400,Picu°,18737
PB,25,11509,2511509,Pilar,11938
PB,25,11608,2511608,Pil‰es,6607
PB,25,11707,2511707,Pil‰ezinhos,5080
PB,25,11806,2511806,Pirpirituba,10585
PB,25,11905,2511905,Pitimbu,19182
PB,25,12002,2512002,Pocinhos,18622
PB,25,12036,2512036,Poáo Dantas,3770
PB,25,12077,2512077,Poáo de JosÇ de Moura,4318
PB,25,12101,2512101,Pombal,32766
PB,25,12200,2512200,Prata,4179
PB,25,12309,2512309,Princesa Isabel,23489
PB,25,12408,2512408,Puxinan∆,13715
PB,25,12507,2512507,Queimadas,44214
PB,25,12606,2512606,Quixaba,1964
PB,25,12705,2512705,Rem°gio,19579
PB,25,12721,2512721,Pedro RÇgis,6099
PB,25,12747,2512747,Riach∆o,3607
PB,25,12754,2512754,Riach∆o do Bacamarte,4529
PB,25,12762,2512762,Riach∆o do Poáo,4519
PB,25,12788,2512788,Riacho de Santo Antìnio,1985
PB,25,12804,2512804,Riacho dos Cavalos,8609
PB,25,12903,2512903,Rio Tinto,24154
PB,25,13000,2513000,Salgadinho,3980
PB,25,13109,2513109,Salgado de S∆o FÇlix,12145
PB,25,13158,2513158,Santa Cec°lia,6557
PB,25,13208,2513208,Santa Cruz,6585
PB,25,13307,2513307,Santa Helena,5887
PB,25,13356,2513356,Santa Inàs,3596
PB,25,13406,2513406,Santa Luzia,15401
PB,25,13505,2513505,Santana de Mangueira,5159
PB,25,13604,2513604,Santana dos Garrotes,7024
PB,25,13653,2513653,Joca Claudino,2690
PB,25,13703,2513703,Santa Rita,136851
PB,25,13802,2513802,Santa Teresinha,4573
PB,25,13851,2513851,Santo AndrÇ,2519
PB,25,13901,2513901,S∆o Bento,34215
PB,25,13927,2513927,S∆o Bentinho,4540
PB,25,13943,2513943,S∆o Domingos do Cariri,2601
PB,25,13968,2513968,S∆o Domingos,3120
PB,25,13984,2513984,S∆o Francisco,3363
PB,25,14008,2514008,S∆o Jo∆o do Cariri,4296
PB,25,14107,2514107,S∆o Jo∆o do Tigre,4423
PB,25,14206,2514206,S∆o JosÇ da Lagoa Tapada,7679
PB,25,14305,2514305,S∆o JosÇ de Caiana,6279
PB,25,14404,2514404,S∆o JosÇ de Espinharas,4635
PB,25,14453,2514453,S∆o JosÇ dos Ramos,5969
PB,25,14503,2514503,S∆o JosÇ de Piranhas,20163
PB,25,14552,2514552,S∆o JosÇ de Princesa,3842
PB,25,14602,2514602,S∆o JosÇ do Bonfim,3566
PB,25,14651,2514651,S∆o JosÇ do Brejo do Cruz,1806
PB,25,14701,2514701,S∆o JosÇ do Sabugi,4145
PB,25,14800,2514800,S∆o JosÇ dos Cordeiros,3711
PB,25,14909,2514909,S∆o Mamede,7721
PB,25,15005,2515005,S∆o Miguel de Taipu,7180
PB,25,15104,2515104,S∆o Sebasti∆o de Lagoa de Roáa,11845
PB,25,15203,2515203,S∆o Sebasti∆o do Umbuzeiro,3496
PB,25,15302,2515302,SapÇ,52697
PB,25,15401,2515401,S∆o Vicente do Serid¢,11084
PB,25,15500,2515500,Serra Branca,13707
PB,25,15609,2515609,Serra da Raiz,3121
PB,25,15708,2515708,Serra Grande,3100
PB,25,15807,2515807,Serra Redonda,7020
PB,25,15906,2515906,Serraria,6093
PB,25,15930,2515930,Sert∆ozinho,5044
PB,25,15971,2515971,Sobrado,7795
PB,25,16003,2516003,SolÉnea,26376
PB,25,16102,2516102,Soledade,14987
PB,25,16151,2516151,Sossàgo,3567
PB,25,16201,2516201,Sousa,69554
PB,25,16300,2516300,SumÇ,16957
PB,25,16409,2516409,Tacima,10967
PB,25,16508,2516508,Tapero†,15276
PB,25,16607,2516607,Tavares,14661
PB,25,16706,2516706,Teixeira,15191
PB,25,16755,2516755,Ten¢rio,3066
PB,25,16805,2516805,Triunfo,9482
PB,25,16904,2516904,Uira£na,15382
PB,25,17001,2517001,Umbuzeiro,9913
PB,25,17100,2517100,V†rzea,2820
PB,25,17209,2517209,Vieir¢polis,5358
PB,25,17407,2517407,Zabelà,2245
PE,26,00054,2600054,Abreu e Lima,99364
PE,26,00104,2600104,Afogados da Ingazeira,37017
PE,26,00203,2600203,AfrÉnio,19411
PE,26,00302,2600302,Agrestina,24644
PE,26,00401,2600401,µgua Preta,36371
PE,26,00500,2600500,µguas Belas,43087
PE,26,00609,2600609,Alagoinha,14517
PE,26,00708,2600708,Alianáa,38267
PE,26,00807,2600807,Altinho,22896
PE,26,00906,2600906,Amaraji,22726
PE,26,01003,2601003,Angelim,11045
PE,26,01052,2601052,Araáoiaba,20268
PE,26,01102,2601102,Araripina,83757
PE,26,01201,2601201,Arcoverde,73667
PE,26,01300,2601300,Barra de Guabiraba,14224
PE,26,01409,2601409,Barreiros,42438
PE,26,01508,2601508,BelÇm de Maria,11992
PE,26,01607,2601607,BelÇm do S∆o Francisco,20670
PE,26,01706,2601706,Belo Jardim,75986
PE,26,01805,2601805,BetÉnia,12637
PE,26,01904,2601904,Bezerros,60549
PE,26,02001,2602001,Bodoc¢,37816
PE,26,02100,2602100,Bom Conselho,48214
PE,26,02209,2602209,Bom Jardim,39025
PE,26,02308,2602308,Bonito,38044
PE,26,02407,2602407,Brej∆o,8973
PE,26,02506,2602506,Brejinho,7465
PE,26,02605,2602605,Brejo da Madre de Deus,50138
PE,26,02704,2602704,Buenos Aires,13085
PE,26,02803,2602803,Bu°que,57696
PE,26,02902,2602902,Cabo de Santo Agostinho,204653
PE,26,03009,2603009,Cabrob¢,33856
PE,26,03108,2603108,Cachoeirinha,20209
PE,26,03207,2603207,CaetÇs,28500
PE,26,03306,2603306,Caláado,11055
PE,26,03405,2603405,Calumbi,5736
PE,26,03454,2603454,Camaragibe,156361
PE,26,03504,2603504,Camocim de S∆o FÇlix,18583
PE,26,03603,2603603,Camutanga,8493
PE,26,03702,2603702,Canhotinho,24762
PE,26,03801,2603801,Capoeiras,19991
PE,26,03900,2603900,Carna°ba,19440
PE,26,03926,2603926,Carnaubeira da Penha,12805
PE,26,04007,2604007,Carpina,82685
PE,26,04106,2604106,Caruaru,356128
PE,26,04155,2604155,Casinhas,14274
PE,26,04205,2604205,Catende,42343
PE,26,04304,2604304,Cedro,11695
PE,26,04403,2604403,Ch∆ de Alegria,13396
PE,26,04502,2604502,Ch∆ Grande,21525
PE,26,04601,2604601,Condado,26186
PE,26,04700,2604700,Correntes,18098
PE,26,04809,2604809,Cortàs,12560
PE,26,04908,2604908,Cumaru,11559
PE,26,05004,2605004,Cupira,23977
PE,26,05103,2605103,Cust¢dia,36753
PE,26,05152,2605152,Dormentes,18692
PE,26,05202,2605202,Escada,68281
PE,26,05301,2605301,Exu,31790
PE,26,05400,2605400,Feira Nova,21958
PE,26,05459,2605459,Fernando de Noronha,3016
PE,26,05509,2605509,Ferreiros,12057
PE,26,05608,2605608,Flores,22567
PE,26,05707,2605707,Floresta,32483
PE,26,05806,2605806,Frei Miguelinho,15328
PE,26,05905,2605905,Gameleira,30709
PE,26,06002,2606002,Garanhuns,138642
PE,26,06101,2606101,Gl¢ria do Goit†,30425
PE,26,06200,2606200,Goiana,79249
PE,26,06309,2606309,Granito,7417
PE,26,06408,2606408,Gravat†,83241
PE,26,06507,2606507,Iati,19100
PE,26,06606,2606606,Ibimirim,28985
PE,26,06705,2606705,Ibirajuba,7735
PE,26,06804,2606804,Igarassu,115398
PE,26,06903,2606903,Iguaracy,12175
PE,26,07000,2607000,Inaj†,22801
PE,26,07109,2607109,Ingazeira,4542
PE,26,07208,2607208,Ipojuca,94533
PE,26,07307,2607307,Ipubi,30447
PE,26,07406,2607406,Itacuruba,4858
PE,26,07505,2607505,Ita°ba,26314
PE,26,07604,2607604,Ilha de Itamarac†,25789
PE,26,07653,2607653,ItambÇ,36320
PE,26,07703,2607703,Itapetim,13638
PE,26,07752,2607752,Itapissuma,26338
PE,26,07802,2607802,Itaquitinga,16859
PE,26,07901,2607901,Jaboat∆o dos Guararapes,695956
PE,26,07950,2607950,Jaqueira,11634
PE,26,08008,2608008,Jata£ba,17026
PE,26,08057,2608057,Jatob†,14703
PE,26,08107,2608107,Jo∆o Alfredo,33485
PE,26,08206,2608206,Joaquim Nabuco,15989
PE,26,08255,2608255,Jucati,11334
PE,26,08305,2608305,Jupi,14712
PE,26,08404,2608404,Jurema,15284
PE,26,08453,2608453,Lagoa do Carro,17847
PE,26,08503,2608503,Lagoa de Itaenga,21338
PE,26,08602,2608602,Lagoa do Ouro,13033
PE,26,08701,2608701,Lagoa dos Gatos,16218
PE,26,08750,2608750,Lagoa Grande,25294
PE,26,08800,2608800,Lajedo,39888
PE,26,08909,2608909,Limoeiro,56140
PE,26,09006,2609006,Macaparana,25214
PE,26,09105,2609105,Machados,15820
PE,26,09154,2609154,Manari,21047
PE,26,09204,2609204,Maraial,11433
PE,26,09303,2609303,Mirandiba,15270
PE,26,09402,2609402,Moreno,62119
PE,26,09501,2609501,NazarÇ da Mata,32280
PE,26,09600,2609600,Olinda,390771
PE,26,09709,2609709,Orob¢,23768
PE,26,09808,2609808,Oroc¢,14794
PE,26,09907,2609907,Ouricuri,68776
PE,26,10004,2610004,Palmares,62832
PE,26,10103,2610103,Palmeirina,7761
PE,26,10202,2610202,Panelas,26417
PE,26,10301,2610301,Paranatama,11449
PE,26,10400,2610400,Parnamirim,21383
PE,26,10509,2610509,Passira,28889
PE,26,10608,2610608,Paudalho,55942
PE,26,10707,2610707,Paulista,328353
PE,26,10806,2610806,Pedra,22505
PE,26,10905,2610905,Pesqueira,66881
PE,26,11002,2611002,PetrolÉndia,36108
PE,26,11101,2611101,Petrolina,343219
PE,26,11200,2611200,Poá∆o,11268
PE,26,11309,2611309,Pombos,26960
PE,26,11408,2611408,Primavera,14798
PE,26,11507,2611507,Quipap†,25831
PE,26,11533,2611533,Quixaba,6802
PE,26,11606,2611606,Recife,1633697
PE,26,11705,2611705,Riacho das Almas,20392
PE,26,11804,2611804,Ribeir∆o,47088
PE,26,11903,2611903,Rio Formoso,23379
PE,26,12000,2612000,SairÇ,10065
PE,26,12109,2612109,Salgadinho,10747
PE,26,12208,2612208,Salgueiro,60453
PE,26,12307,2612307,Salo†,15779
PE,26,12406,2612406,Sanhar¢,25979
PE,26,12455,2612455,Santa Cruz,15202
PE,26,12471,2612471,Santa Cruz da Baixa Verde,12501
PE,26,12505,2612505,Santa Cruz do Capibaribe,105761
PE,26,12554,2612554,Santa Filomena,14355
PE,26,12604,2612604,Santa Maria da Boa Vista,41652
PE,26,12703,2612703,Santa Maria do Cambuc†,14013
PE,26,12802,2612802,Santa Terezinha,11734
PE,26,12901,2612901,S∆o Benedito do Sul,15683
PE,26,13008,2613008,S∆o Bento do Una,58824
PE,26,13107,2613107,S∆o Caitano,37023
PE,26,13206,2613206,S∆o Jo∆o,22628
PE,26,13305,2613305,S∆o Joaquim do Monte,21257
PE,26,13404,2613404,S∆o JosÇ da Coroa Grande,20963
PE,26,13503,2613503,S∆o JosÇ do Belmonte,33804
PE,26,13602,2613602,S∆o JosÇ do Egito,33704
PE,26,13701,2613701,S∆o Lourenáo da Mata,112099
PE,26,13800,2613800,S∆o Vicente Ferrer,17904
PE,26,13909,2613909,Serra Talhada,85568
PE,26,14006,2614006,Serrita,19080
PE,26,14105,2614105,SertÉnia,35670
PE,26,14204,2614204,SirinhaÇm,45263
PE,26,14303,2614303,MoreilÉndia,11238
PE,26,14402,2614402,Solid∆o,5978
PE,26,14501,2614501,Surubim,64373
PE,26,14600,2614600,Tabira,28301
PE,26,14709,2614709,Tacaimb¢,12853
PE,26,14808,2614808,Tacaratu,25368
PE,26,14857,2614857,TamandarÇ,23100
PE,26,15003,2615003,Taquaritinga do Norte,28358
PE,26,15102,2615102,Terezinha,7120
PE,26,15201,2615201,Terra Nova,10437
PE,26,15300,2615300,Timba£ba,53083
PE,26,15409,2615409,Toritama,44189
PE,26,15508,2615508,TracunhaÇm,13689
PE,26,15607,2615607,Trindade,30155
PE,26,15706,2615706,Triunfo,15221
PE,26,15805,2615805,Tupanatinga,26990
PE,26,15904,2615904,Tuparetama,8169
PE,26,16001,2616001,Venturosa,18258
PE,26,16100,2616100,Verdejante,9490
PE,26,16183,2616183,Vertente do LÇrio,7641
PE,26,16209,2616209,Vertentes,20460
PE,26,16308,2616308,Vicància,32429
PE,26,16407,2616407,Vit¢ria de Santo Ant∆o,137578
PE,26,16506,2616506,XexÇu,14651
AL,27,00102,2700102,µgua Branca,20467
AL,27,00201,2700201,Anadia,17818
AL,27,00300,2700300,Arapiraca,234185
AL,27,00409,2700409,Atalaia,47744
AL,27,00508,2700508,Barra de Santo Antìnio,16064
AL,27,00607,2700607,Barra de S∆o Miguel,8401
AL,27,00706,2700706,Batalha,18757
AL,27,00805,2700805,BelÇm,4453
AL,27,00904,2700904,Belo Monte,6797
AL,27,01001,2701001,Boca da Mata,27590
AL,27,01100,2701100,Branquinha,10675
AL,27,01209,2701209,Cacimbinhas,10897
AL,27,01308,2701308,Cajueiro,21526
AL,27,01357,2701357,Campestre,7024
AL,27,01407,2701407,Campo Alegre,57548
AL,27,01506,2701506,Campo Grande,9692
AL,27,01605,2701605,Canapi,17983
AL,27,01704,2701704,Capela,17354
AL,27,01803,2701803,Carneiros,9155
AL,27,01902,2701902,Ch∆ Preta,7427
AL,27,02009,2702009,CoitÇ do N¢ia,10888
AL,27,02108,2702108,Colìnia Leopoldina,21926
AL,27,02207,2702207,Coqueiro Seco,5918
AL,27,02306,2702306,Coruripe,57498
AL,27,02355,2702355,Cra°bas,24510
AL,27,02405,2702405,Delmiro Gouveia,52597
AL,27,02504,2702504,Dois Riachos,11214
AL,27,02553,2702553,Estrela de Alagoas,18435
AL,27,02603,2702603,Feira Grande,22481
AL,27,02702,2702702,Feliz Deserto,4806
AL,27,02801,2702801,Flexeiras,12966
AL,27,02900,2702900,Girau do Ponciano,41279
AL,27,03007,2703007,Ibateguara,15840
AL,27,03106,2703106,Igaci,26022
AL,27,03205,2703205,Igreja Nova,24793
AL,27,03304,2703304,Inhapi,18652
AL,27,03403,2703403,JacarÇ dos Homens,5356
AL,27,03502,2703502,Jacu°pe,7135
AL,27,03601,2703601,Japaratinga,8453
AL,27,03700,2703700,Jaramataia,5676
AL,27,03759,2703759,Jequi† da Praia,11782
AL,27,03809,2703809,Joaquim Gomes,24280
AL,27,03908,2703908,Jundi†,4231
AL,27,04005,2704005,Junqueiro,25093
AL,27,04104,2704104,Lagoa da Canoa,18175
AL,27,04203,2704203,Limoeiro de Anadia,28953
AL,27,04302,2704302,Macei¢,1029129
AL,27,04401,2704401,Major Isidoro,20200
AL,27,04500,2704500,Maragogi,32940
AL,27,04609,2704609,Maravilha,9418
AL,27,04708,2704708,Marechal Deodoro,52260
AL,27,04807,2704807,Maribondo,13514
AL,27,04906,2704906,Mar Vermelho,3579
AL,27,05002,2705002,Mata Grande,25589
AL,27,05101,2705101,Matriz de Camaragibe,25012
AL,27,05200,2705200,Messias,17988
AL,27,05309,2705309,Minador do Negr∆o,5413
AL,27,05408,2705408,Monteir¢polis,7260
AL,27,05507,2705507,Murici,28579
AL,27,05606,2705606,Novo Lino,12821
AL,27,05705,2705705,Olho d'µgua das Flores,21767
AL,27,05804,2705804,Olho d'µgua do Casado,9459
AL,27,05903,2705903,Olho d'µgua Grande,5195
AL,27,06000,2706000,Olivenáa,11772
AL,27,06109,2706109,Ouro Branco,11635
AL,27,06208,2706208,Palestina,5066
AL,27,06307,2706307,Palmeira dos ÷ndios,74208
AL,27,06406,2706406,P∆o de Aá£car,24792
AL,27,06422,2706422,Pariconha,10684
AL,27,06448,2706448,Paripueira,13252
AL,27,06505,2706505,Passo de Camaragibe,15461
AL,27,06604,2706604,Paulo Jacinto,7679
AL,27,06703,2706703,Penedo,64497
AL,27,06802,2706802,Piaáabuáu,18074
AL,27,06901,2706901,Pilar,35552
AL,27,07008,2707008,Pindoba,2953
AL,27,07107,2707107,Piranhas,25298
AL,27,07206,2707206,Poáo das Trincheiras,14575
AL,27,07305,2707305,Porto Calvo,27501
AL,27,07404,2707404,Porto de Pedras,7965
AL,27,07503,2707503,Porto Real do ColÇgio,20327
AL,27,07602,2707602,Quebrangulo,11496
AL,27,07701,2707701,Rio Largo,76019
AL,27,07800,2707800,Roteiro,6774
AL,27,07909,2707909,Santa Luzia do Norte,7386
AL,27,08006,2708006,Santana do Ipanema,48232
AL,27,08105,2708105,Santana do Munda£,10899
AL,27,08204,2708204,S∆o Br†s,7058
AL,27,08303,2708303,S∆o JosÇ da Laje,24226
AL,27,08402,2708402,S∆o JosÇ da Tapera,32626
AL,27,08501,2708501,S∆o Lu°s do Quitunde,34961
AL,27,08600,2708600,S∆o Miguel dos Campos,61827
AL,27,08709,2708709,S∆o Miguel dos Milagres,8022
AL,27,08808,2708808,S∆o Sebasti∆o,34551
AL,27,08907,2708907,Satuba,13949
AL,27,08956,2708956,Senador Rui Palmeira,14036
AL,27,09004,2709004,Tanque d'Arca,6270
AL,27,09103,2709103,Taquarana,20205
AL,27,09152,2709152,Teotìnio Vilela,44666
AL,27,09202,2709202,Traipu,28070
AL,27,09301,2709301,Uni∆o dos Palmares,66477
AL,27,09400,2709400,Viáosa,26143
SE,28,00100,2800100,Amparo de S∆o Francisco,2390
SE,28,00209,2800209,Aquidab∆,21589
SE,28,00308,2800308,Aracaju,650106
SE,28,00407,2800407,Arau†,10362
SE,28,00506,2800506,Areia Branca,18489
SE,28,00605,2800605,Barra dos Coqueiros,29807
SE,28,00670,2800670,Boquim,26961
SE,28,00704,2800704,Brejo Grande,8322
SE,28,01009,2801009,Campo do Brito,18111
SE,28,01108,2801108,Canhoba,4058
SE,28,01207,2801207,CanindÇ de S∆o Francisco,29372
SE,28,01306,2801306,Capela,34050
SE,28,01405,2801405,Carira,21842
SE,28,01504,2801504,Carm¢polis,16275
SE,28,01603,2801603,Cedro de S∆o Jo∆o,5933
SE,28,01702,2801702,Cristin†polis,18270
SE,28,01900,2801900,Cumbe,4012
SE,28,02007,2802007,Divina Pastora,5058
SE,28,02106,2802106,EstÉncia,69278
SE,28,02205,2802205,Feira Nova,5616
SE,28,02304,2802304,Frei Paulo,15349
SE,28,02403,2802403,Gararu,11736
SE,28,02502,2802502,General Maynard,3315
SE,28,02601,2802601,Graccho Cardoso,5870
SE,28,02700,2802700,Ilha das Flores,8611
SE,28,02809,2802809,Indiaroba,17810
SE,28,02908,2802908,Itabaiana,95196
SE,28,03005,2803005,Itabaianinha,41961
SE,28,03104,2803104,Itabi,4988
SE,28,03203,2803203,Itaporanga d'Ajuda,34101
SE,28,03302,2803302,Japaratuba,18656
SE,28,03401,2803401,Japoat∆,13238
SE,28,03500,2803500,Lagarto,104099
SE,28,03609,2803609,Laranjeiras,29700
SE,28,03708,2803708,Macambira,6920
SE,28,03807,2803807,Malhada dos Bois,3693
SE,28,03906,2803906,Malhador,12691
SE,28,04003,2804003,Maruim,17297
SE,28,04102,2804102,Moita Bonita,11438
SE,28,04201,2804201,Monte Alegre de Sergipe,15177
SE,28,04300,2804300,Muribeca,7683
SE,28,04409,2804409,Ne¢polis,18953
SE,28,04458,2804458,Nossa Senhora Aparecida,8869
SE,28,04508,2804508,Nossa Senhora da Gl¢ria,36613
SE,28,04607,2804607,Nossa Senhora das Dores,26624
SE,28,04706,2804706,Nossa Senhora de Lourdes,6530
SE,28,04805,2804805,Nossa Senhora do Socorro,181928
SE,28,04904,2804904,Pacatuba,14420
SE,28,05000,2805000,Pedra Mole,3254
SE,28,05109,2805109,Pedrinhas,9594
SE,28,05208,2805208,Pinh∆o,6556
SE,28,05307,2805307,Pirambu,9241
SE,28,05406,2805406,Poáo Redondo,34529
SE,28,05505,2805505,Poáo Verde,23740
SE,28,05604,2805604,Porto da Folha,28735
SE,28,05703,2805703,Propri†,29834
SE,28,05802,2805802,Riach∆o do Dantas,20014
SE,28,05901,2805901,Riachuelo,10196
SE,28,06008,2806008,Ribeir¢polis,18641
SE,28,06107,2806107,Ros†rio do Catete,10699
SE,28,06206,2806206,Salgado,20168
SE,28,06305,2806305,Santa Luzia do Itanhy,14034
SE,28,06404,2806404,Santana do S∆o Francisco,7751
SE,28,06503,2806503,Santa Rosa de Lima,3938
SE,28,06602,2806602,Santo Amaro das Brotas,12146
SE,28,06701,2806701,S∆o Crist¢v∆o,89232
SE,28,06800,2806800,S∆o Domingos,11133
SE,28,06909,2806909,S∆o Francisco,3983
SE,28,07006,2807006,S∆o Miguel do Aleixo,3943
SE,28,07105,2807105,Sim∆o Dias,40838
SE,28,07204,2807204,Siriri,8851
SE,28,07303,2807303,Telha,3221
